category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",No Intervention,Yosemite National Park,173
Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,95
Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",No Intervention,Yosemite National Park,152
Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",No Intervention,Yellowstone National Park,244
Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",No Intervention,Bryce National Park,115
Vascular Plant,Carex vulpinoidea,Fox Sedge,No Intervention,Yosemite National Park,122
Vascular Plant,Carex vulpinoidea,Fox Sedge,No Intervention,Bryce National Park,91
Vascular Plant,Carex vulpinoidea,Fox Sedge,No Intervention,Great Smoky Mountains National Park,75
Vascular Plant,Carex vulpinoidea,Fox Sedge,No Intervention,Yellowstone National Park,264
Vascular Plant,Carex willdenowii,Willdenow's Sedge,No Intervention,Yellowstone National Park,241
Vascular Plant,Carex willdenowii,Willdenow's Sedge,No Intervention,Yosemite National Park,131
Vascular Plant,Carex willdenowii,Willdenow's Sedge,No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Carex willdenowii,Willdenow's Sedge,No Intervention,Bryce National Park,65
Vascular Plant,Cymophyllus fraserianus,Fraser's Sedge,No Intervention,Yosemite National Park,132
Vascular Plant,Cymophyllus fraserianus,Fraser's Sedge,No Intervention,Great Smoky Mountains National Park,70
Vascular Plant,Cymophyllus fraserianus,Fraser's Sedge,No Intervention,Bryce National Park,144
Vascular Plant,Cymophyllus fraserianus,Fraser's Sedge,No Intervention,Yellowstone National Park,234
Vascular Plant,Cyperus bipartitus,"Shining Flatsedge, Slender Flatsedge",No Intervention,Bryce National Park,106
Vascular Plant,Cyperus bipartitus,"Shining Flatsedge, Slender Flatsedge",No Intervention,Great Smoky Mountains National Park,77
Vascular Plant,Cyperus bipartitus,"Shining Flatsedge, Slender Flatsedge",No Intervention,Yellowstone National Park,245
Vascular Plant,Cyperus bipartitus,"Shining Flatsedge, Slender Flatsedge",No Intervention,Yosemite National Park,156
Vascular Plant,Cyperus croceus,Round-Headed Umbrella Sedge,No Intervention,Bryce National Park,96
Vascular Plant,Cyperus croceus,Round-Headed Umbrella Sedge,No Intervention,Yellowstone National Park,268
Vascular Plant,Cyperus croceus,Round-Headed Umbrella Sedge,No Intervention,Great Smoky Mountains National Park,94
Vascular Plant,Cyperus croceus,Round-Headed Umbrella Sedge,No Intervention,Yosemite National Park,179
Vascular Plant,Cyperus dipsaceus,"Wright Flatsedge, Wright's Flatsedge",No Intervention,Yosemite National Park,149
Vascular Plant,Cyperus dipsaceus,"Wright Flatsedge, Wright's Flatsedge",No Intervention,Bryce National Park,85
Vascular Plant,Cyperus dipsaceus,"Wright Flatsedge, Wright's Flatsedge",No Intervention,Yellowstone National Park,221
Vascular Plant,Cyperus dipsaceus,"Wright Flatsedge, Wright's Flatsedge",No Intervention,Great Smoky Mountains National Park,78
Vascular Plant,Cyperus echinatus,Globe Flatsedge,No Intervention,Bryce National Park,103
Vascular Plant,Cyperus echinatus,Globe Flatsedge,No Intervention,Yellowstone National Park,216
Vascular Plant,Cyperus echinatus,Globe Flatsedge,No Intervention,Yosemite National Park,128
Vascular Plant,Cyperus echinatus,Globe Flatsedge,No Intervention,Great Smoky Mountains National Park,97
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Great Smoky Mountains National Park,71
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Yellowstone National Park,265
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Bryce National Park,58
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Bryce National Park,91
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Great Smoky Mountains National Park,79
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Yellowstone National Park,260
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Yosemite National Park,112
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,Yosemite National Park,161
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Great Smoky Mountains National Park,71
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Yellowstone National Park,265
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Bryce National Park,58
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Bryce National Park,91
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Great Smoky Mountains National Park,79
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Yellowstone National Park,260
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Yosemite National Park,112
Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",No Intervention,Yosemite National Park,161
Vascular Plant,Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",No Intervention,Yosemite National Park,140
Vascular Plant,Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",No Intervention,Bryce National Park,121
Vascular Plant,Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",No Intervention,Yellowstone National Park,260
Vascular Plant,Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",No Intervention,Great Smoky Mountains National Park,70
Vascular Plant,Cyperus iria,Ricefield Flatsedge,No Intervention,Yellowstone National Park,243
Vascular Plant,Cyperus iria,Ricefield Flatsedge,No Intervention,Bryce National Park,101
Vascular Plant,Cyperus iria,Ricefield Flatsedge,No Intervention,Great Smoky Mountains National Park,58
Vascular Plant,Cyperus iria,Ricefield Flatsedge,No Intervention,Yosemite National Park,109
Vascular Plant,Cyperus lancastriensis,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",No Intervention,Yellowstone National Park,251
Vascular Plant,Cyperus lancastriensis,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",No Intervention,Bryce National Park,79
Vascular Plant,Cyperus lancastriensis,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",No Intervention,Yosemite National Park,136
Vascular Plant,Cyperus lancastriensis,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",No Intervention,Great Smoky Mountains National Park,90
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,No Intervention,Yellowstone National Park,260
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,No Intervention,Yosemite National Park,138
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,No Intervention,Bryce National Park,83
Vascular Plant,Cyperus polystachyos var. texensis,Umbrella-Sedge,No Intervention,Great Smoky Mountains National Park,98
Vascular Plant,Cyperus polystachyos var. texensis,Umbrella-Sedge,No Intervention,Bryce National Park,104
Vascular Plant,Cyperus polystachyos var. texensis,Umbrella-Sedge,No Intervention,Yellowstone National Park,253
Vascular Plant,Cyperus polystachyos var. texensis,Umbrella-Sedge,No Intervention,Yosemite National Park,155
Vascular Plant,Cyperus pseudovegetus,Marsh Flatsedge,No Intervention,Bryce National Park,108
Vascular Plant,Cyperus pseudovegetus,Marsh Flatsedge,No Intervention,Yellowstone National Park,243
Vascular Plant,Cyperus pseudovegetus,Marsh Flatsedge,No Intervention,Yosemite National Park,159
Vascular Plant,Cyperus pseudovegetus,Marsh Flatsedge,No Intervention,Great Smoky Mountains National Park,91
Vascular Plant,Cyperus refractus,Reflexed Flatsedge,No Intervention,Yellowstone National Park,222
Vascular Plant,Cyperus refractus,Reflexed Flatsedge,No Intervention,Yosemite National Park,156
Vascular Plant,Cyperus refractus,Reflexed Flatsedge,No Intervention,Bryce National Park,93
Vascular Plant,Cyperus refractus,Reflexed Flatsedge,No Intervention,Great Smoky Mountains National Park,66
Vascular Plant,Cyperus retrofractus,Rough Flatsedge,No Intervention,Great Smoky Mountains National Park,44
Vascular Plant,Cyperus retrofractus,Rough Flatsedge,No Intervention,Yosemite National Park,161
Vascular Plant,Cyperus retrofractus,Rough Flatsedge,No Intervention,Yellowstone National Park,273
Vascular Plant,Cyperus retrofractus,Rough Flatsedge,No Intervention,Bryce National Park,83
Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",No Intervention,Yellowstone National Park,262
Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",No Intervention,Bryce National Park,143
Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",No Intervention,Yosemite National Park,164
Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",No Intervention,Great Smoky Mountains National Park,63
Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,No Intervention,Bryce National Park,107
Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,No Intervention,Yosemite National Park,118
Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,No Intervention,Yellowstone National Park,259
Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,No Intervention,Great Smoky Mountains National Park,108
Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,No Intervention,Bryce National Park,123
Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,No Intervention,Yosemite National Park,152
Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,No Intervention,Yellowstone National Park,232
Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,No Intervention,Great Smoky Mountains National Park,80
Vascular Plant,Cyperus rotundus,Nutgrass,No Intervention,Bryce National Park,83
Vascular Plant,Cyperus rotundus,Nutgrass,No Intervention,Great Smoky Mountains National Park,66
Vascular Plant,Cyperus rotundus,Nutgrass,No Intervention,Yosemite National Park,117
Vascular Plant,Cyperus rotundus,Nutgrass,No Intervention,Yellowstone National Park,247
Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,No Intervention,Yosemite National Park,152
Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,No Intervention,Bryce National Park,98
Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,No Intervention,Great Smoky Mountains National Park,77
Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,No Intervention,Yellowstone National Park,246
Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",No Intervention,Bryce National Park,112
Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",No Intervention,Yosemite National Park,128
Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",No Intervention,Great Smoky Mountains National Park,53
Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",No Intervention,Yellowstone National Park,233
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Yellowstone National Park,259
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Yosemite National Park,160
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Great Smoky Mountains National Park,75
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Bryce National Park,110
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Bryce National Park,108
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Yellowstone National Park,256
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,Yosemite National Park,158
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Yellowstone National Park,259
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Yosemite National Park,160
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Great Smoky Mountains National Park,75
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Bryce National Park,110
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Bryce National Park,108
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Yellowstone National Park,256
Vascular Plant,Dulichium arundinaceum,Threeway Sedge,No Intervention,Yosemite National Park,158
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Great Smoky Mountains National Park,97
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Yellowstone National Park,225
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Yosemite National Park,187
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Bryce National Park,100
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Yellowstone National Park,276
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Yosemite National Park,170
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Bryce National Park,97
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,Great Smoky Mountains National Park,74
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Great Smoky Mountains National Park,97
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Yellowstone National Park,225
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Yosemite National Park,187
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Bryce National Park,100
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Yellowstone National Park,276
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Yosemite National Park,170
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Bryce National Park,97
Vascular Plant,Eleocharis acicularis,"Needle Spikerush, Needle Spikesedge",No Intervention,Great Smoky Mountains National Park,74
Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,No Intervention,Great Smoky Mountains National Park,116
Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,No Intervention,Yosemite National Park,184
Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,No Intervention,Yellowstone National Park,216
Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,No Intervention,Bryce National Park,103
Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",No Intervention,Yosemite National Park,165
Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",No Intervention,Bryce National Park,72
Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",No Intervention,Yellowstone National Park,271
Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",No Intervention,Great Smoky Mountains National Park,45
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Yellowstone National Park,242
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Bryce National Park,64
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Yosemite National Park,124
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Bryce National Park,119
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Yellowstone National Park,276
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,Yosemite National Park,175
Vascular Plant,Eleocharis palustris,"Common Spikerush, Creeping Spikerush, Creeping Spike-Rush, Marsh Spike-Rush, Spikesedge",No Intervention,Yellowstone National Park,242
Vascular Plant,Eleocharis palustris,"Common Spikerush, Creeping Spikerush, Creeping Spike-Rush, Marsh Spike-Rush, Spikesedge",No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Eleocharis palustris,"Common Spikerush, Creeping Spikerush, Creeping Spike-Rush, Marsh Spike-Rush, Spikesedge",No Intervention,Bryce National Park,64
