category,scientific_name,common_names,conservation_status
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,No Intervention
Nonvascular Plant,Cephalozia catenulata,Cephalozia,No Intervention
Nonvascular Plant,Cephalozia connivens,Cephalozia,No Intervention
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,No Intervention
Nonvascular Plant,Bazzania denudata,Bazzania,No Intervention
Nonvascular Plant,Bazzania nudicaulis,Bazzania,Species of Concern
Nonvascular Plant,Bazzania tricrenata,Bazzania,No Intervention
Nonvascular Plant,Bazzania trilobata,Threelobed Bazzania,No Intervention
Nonvascular Plant,Lophocolea appalachiana,Appalachian Lophocolea,Species of Concern
Nonvascular Plant,Lophocolea muricata,Liverwort,No Intervention
Nonvascular Plant,Blepharostoma trichophyllum,Blepharostoma,No Intervention
Nonvascular Plant,Anastrophyllum helleranum,Heller's Anastrophyllum,No Intervention
Nonvascular Plant,Anastrophyllum michauxii,Michaux's Anastrophyllum,No Intervention
Nonvascular Plant,Anastrophyllum minutum,Anastrophyllum,No Intervention
Nonvascular Plant,Anastrophyllum saxicola,Anastrophyllum,No Intervention
Nonvascular Plant,Barbilophozia attenuata,Attenuate Barbilophozia,No Intervention
Nonvascular Plant,Aneura pinguis,Aneura,No Intervention
Nonvascular Plant,Apometzgeria pubescens,Apometzgeria,No Intervention
Nonvascular Plant,Notothylas orbicularis,Round Notothylas,No Intervention
Nonvascular Plant,Phaeoceros laevis,Phaeoceros,No Intervention
Nonvascular Plant,Phaeoceros laevis ssp. carolinianus,Carolina Phaeoceros,No Intervention
Nonvascular Plant,Amphidium mougeotii,Mougeot's Amphidium Moss,No Intervention
Nonvascular Plant,Macrocoma sullivantii,Sullivant's Macrocoma Moss,No Intervention
Nonvascular Plant,Orthotrichum exiguum,Orthotrichum Moss,No Intervention
Nonvascular Plant,Orthotrichum ohioense,Ohio Orthotrichum Moss,No Intervention
Nonvascular Plant,Orthotrichum stellatum,Stellate Orthotrichum Moss,No Intervention
Nonvascular Plant,Orthotrichum strangulatum,Strangulate Orthotrichum Moss,No Intervention
Nonvascular Plant,Schlotheimia rugifolia,Ruggedleaf Schlotheimia Moss,No Intervention
Nonvascular Plant,Ulota coarctata,Ulota Moss,No Intervention
Nonvascular Plant,Ulota crispa,Ulota Moss,No Intervention
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,No Intervention
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,No Intervention
Nonvascular Plant,Zygodon viridissimus,Zygodon Moss,No Intervention
Nonvascular Plant,Zygodon viridissimus var. rupestris,Zygodon Moss,No Intervention
Nonvascular Plant,Atrichum altecristatum,Atrichum Moss,No Intervention
Nonvascular Plant,Atrichum angustatum,Atrichum Moss,No Intervention
Nonvascular Plant,Atrichum crispum,Atrichum Moss,No Intervention
Nonvascular Plant,Atrichum oerstedianum,Oersted's Atrichum Moss,No Intervention
Nonvascular Plant,Atrichum undulatum,Undulate Atrichum Moss,No Intervention
Nonvascular Plant,Pogonatum brachyphyllum,Pogonatum Moss,No Intervention
Nonvascular Plant,Pogonatum pensilvanicum,Pennsylvania Pogonatum Moss,No Intervention
Nonvascular Plant,Polytrichum appalachianum,Appalachian Polytrichum Moss,No Intervention
Nonvascular Plant,Polytrichum commune,Polytrichum Moss,No Intervention
Nonvascular Plant,Polytrichum juniperinum,Juniper Polytrichum Moss,No Intervention
Nonvascular Plant,Polytrichum ohioense,Ohio Polytrichum Moss,No Intervention
Nonvascular Plant,Polytrichum pallidisetum,Polytrichum Moss,No Intervention
Nonvascular Plant,Polytrichum piliferum,Polytrichum Moss,No Intervention
Nonvascular Plant,Polytrichum strictum,Polytrichum Moss,No Intervention
Nonvascular Plant,Anoectangium aestivum,Anoectangium Moss,No Intervention
Nonvascular Plant,Astomum muehlenbergianum,Muehlenberg's Astomum Moss,No Intervention
Nonvascular Plant,Barbula convoluta,Convoluted Barbula Moss,No Intervention
Nonvascular Plant,Barbula unguiculata,Barbula Moss,No Intervention
Nonvascular Plant,Didymodon fallax,Didymodon Moss,No Intervention
Nonvascular Plant,Didymodon fallax var. reflexus,Didymodon Moss,No Intervention
Nonvascular Plant,Didymodon rigidulus,Rigid Didymodon Moss,No Intervention
Nonvascular Plant,Ephemerum spinulosum,Ephemerum Moss,No Intervention
Nonvascular Plant,Eucladium verticillatum,Eucladium Moss,No Intervention
Nonvascular Plant,Gymnostomum aeruginosum,Gymnostomum Moss,No Intervention
Nonvascular Plant,Hymenostylium recurvirostre,Hymenostylium Moss,No Intervention
Nonvascular Plant,Hyophila involuta,Hyophila Moss,No Intervention
Nonvascular Plant,Leptodontium excelsum,Grandfather Mountain Leptodontium,No Intervention
Nonvascular Plant,Leptodontium flexifolium,Pale-Margined Leptodontium,No Intervention
Nonvascular Plant,Oxystegus tenuirostris,Oxystegus Moss,No Intervention
Nonvascular Plant,Scopelophila ligulata,Copper Moss,No Intervention
Nonvascular Plant,Tortella humilis,Tortella Moss,No Intervention
Nonvascular Plant,Tortella tortuosa,Tortured Tortella Moss,No Intervention
Nonvascular Plant,Tortula ammonsiana,Ammon's Screw-Moss,Species of Concern
Nonvascular Plant,Tortula amphidiacea,Tortula Moss,No Intervention
Nonvascular Plant,Tortula fragilis,Fragmented Screw-Moss,No Intervention
Nonvascular Plant,Weissia controversa,Controverial Weissia Moss,No Intervention
Nonvascular Plant,Aulacomnium heterostichum,Aulacomnium Moss,No Intervention
Nonvascular Plant,Aulacomnium palustre,Aulacomnium Moss,No Intervention
Nonvascular Plant,Drummondia prorepens,Drummond Moss,No Intervention
Nonvascular Plant,Sphagnum affine,Sphagnum,No Intervention
Nonvascular Plant,Sphagnum capillifolium,Sphagnum,No Intervention
Nonvascular Plant,Sphagnum compactum,Low Sphagnum,No Intervention
Nonvascular Plant,Sphagnum cuspidatum,Toothed Sphagnum,No Intervention
Nonvascular Plant,Sphagnum girgensohnii,Girgensohn's Sphagnum,No Intervention
Nonvascular Plant,Sphagnum magellanicum,Magellan's Sphagnum,No Intervention
Nonvascular Plant,Sphagnum molle,Sphagnum,No Intervention
Nonvascular Plant,Sphagnum palustre,Prairie Sphagnum,No Intervention
Nonvascular Plant,Sphagnum pylaesii,Pylaes' Sphagnum,No Intervention
Nonvascular Plant,Sphagnum quinquefarium,Sphagnum,No Intervention
Nonvascular Plant,Sphagnum squarrosum,Sphagnum,No Intervention
Nonvascular Plant,Sphagnum subsecundum,Sphagnum,No Intervention
Nonvascular Plant,Tetraphis pellucida,Tetraphis Moss,No Intervention
Nonvascular Plant,Tetrodontium brownianum,Brown's Tetrodontium Moss,No Intervention
Mammal,Antilocapra americana,"Antelope, Pronghorn",No Intervention
Mammal,Bison bison,"Bison, Buffalo",No Intervention
Mammal,Oreamnos americanus,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",No Intervention
Mammal,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Species of Concern
Mammal,Alces alces,"Eurasian Elk, Moose",No Intervention
Mammal,Alces alces shirasi,Yellowstone Moose,No Intervention
Mammal,Cervus elaphus,Rocky Mountain Elk,No Intervention
Mammal,Odocoileus hemionus,"Mule Deer, Mule Deer",No Intervention
Mammal,Odocoileus virginianus,"White-Tailed Deer, White-Tailed Deer",No Intervention
Mammal,Canis lupus,"Gray Wolf, Wolf",In Recovery
Mammal,Lynx canadensis,"Canada Lynx, Canadian Lynx, Lynx",No Intervention
Mammal,Puma concolor,"Cougar, Mountain Lion, Puma",No Intervention
Mammal,Spilogale gracilis,Western Spotted Skunk,No Intervention
Mammal,Gulo gulo,Wolverine,No Intervention
Mammal,Lutra canadensis,River Otter,No Intervention
Mammal,Martes americana,Pine Marten,No Intervention
Mammal,Mustela erminea,"Ermine, Short Tailed Weasel",No Intervention
Mammal,Mustela vison,"American Mink, Mink",No Intervention
Mammal,Taxidea taxus,"American Badger, Badger",Species of Concern
Mammal,Procyon lotor,"Common Raccoon, Northern Raccoon, Raccoon",No Intervention
Mammal,Ursus americanus,"American Black Bear, Black Bear",No Intervention
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened
Mammal,Antrozous pallidus,"Pallid Bat, Pallid Bat",Species of Concern
Mammal,Corynorhinus townsendii,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",No Intervention
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern
Mammal,Euderma maculatum,"Spotted Bat, Spotted Bat",Species of Concern
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",No Intervention
Mammal,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Species of Concern
Mammal,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",No Intervention
Mammal,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Species of Concern
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern
Mammal,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Species of Concern
Mammal,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Species of Concern
Mammal,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Species of Concern
Mammal,Lepus townsendii,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",No Intervention
Mammal,Sylvilagus audubonii,Desert Cottontail,No Intervention
Mammal,Sylvilagus nuttallii,Mountain Cottontail,No Intervention
Mammal,Ochotona princeps,"American Pika, Pika",No Intervention
Mammal,Castor canadensis,American Beaver,No Intervention
Mammal,Lemmiscus curtatus,Sagebrush Vole,No Intervention
Mammal,Microtus longicaudus,"Coronation Island Vole, Long-Tailed Vole",No Intervention
Mammal,Microtus montanus,Montane Vole,No Intervention
Mammal,Microtus richardsoni,Richardson Water Vole,No Intervention
Mammal,Neotoma cinerea,Bushy-Tailed Woodrat,No Intervention
Mammal,Ondatra zibethicus,"Common Muskrat, Muskbeaver, Muskrat",No Intervention
Mammal,Peromyscus maniculatus,"Deer Mouse, North American Deermouse",No Intervention
Mammal,Phenacomys intermedius,"Heather Vole, Western Heather Vole",No Intervention
Mammal,Zapus princeps,Western Jumping Mouse,No Intervention
Mammal,Thomomys talpoides,Northern Pocket Gopher,No Intervention
Mammal,Glaucomys sabrinus,Northern Flying Squirrel,No Intervention
Mammal,Marmota flaviventris,Yellow-Bellied Marmot,No Intervention
Mammal,Neotamias amoenus,Yellow Pine Chipmunk,No Intervention
Mammal,Neotamias minimus,Least Chipmunk,No Intervention
Mammal,Neotamias umbrinus,Uinta Chipmunk,No Intervention
Mammal,Spermophilus armatus,Uinta Ground Squirrel,No Intervention
Mammal,Spermophilus lateralis,Golden-Mantled Ground Squirrel,No Intervention
Mammal,Tamias amoenus,Yellow-Pine Chipmunk,No Intervention
Mammal,Tamias minimus,Least Chipmunk,No Intervention
Mammal,Tamias umbrinus,Uinta Chipmunk,No Intervention
Mammal,Sorex cinereus,"Cinereus Shrew, Common Shrew, Masked Shrew",No Intervention
Mammal,Sorex hoyi,"American Pygmy Shrew, Pygmy Shrew",No Intervention
Mammal,Sorex monticolus,Dusky Shrew,No Intervention
Mammal,Sorex nanus,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",No Intervention
Mammal,Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",No Intervention
Mammal,Sorex preblei,"Malheur Shrew, Preble's Shrew",Species of Concern
Bird,Streptopelia decaocto,Eurasian Collared-Dove,No Intervention
Bird,Buteo lagopus,Rough-Legged Hawk,Species of Concern
Bird,Buteo regalis,Ferruginous Hawk,No Intervention
Bird,Buteo swainsoni,Swainson's Hawk,No Intervention
Bird,Pandion haliaetus,"Osprey, Western Osprey",Species of Concern
Bird,Anas cyanoptera,Cinnamon Teal,No Intervention
Bird,Anas penelope,Eurasian Wigeon,No Intervention
Bird,Anas strepera,Gadwall,No Intervention
Bird,Anser albifrons,Greater White-Fronted Goose,No Intervention
Bird,Aythya marila,Greater Scaup,No Intervention
Bird,Aythya valisineria,Canvasback,No Intervention
Bird,Branta bernicla,"Brant, Brant Goose, Brent Goose",No Intervention
Bird,Branta hutchinsii,Cackling Goose,No Intervention
Bird,Bucephala islandica,Barrow's Goldeneye,No Intervention
Bird,Chen caerulescens,"Blue Goose, Snow Goose",No Intervention
Bird,Chen rossii,"Ross' Goose, Ross's Goose",No Intervention
Bird,Clangula hyemalis,"Long-Tailed Duck, Oldsquaw",No Intervention
Bird,Cygnus buccinator,Trumpeter Swan,Species of Concern
Bird,Cygnus columbianus,Tundra Swan,No Intervention
Bird,Cygnus cygnus,Whooper Swan,No Intervention
Bird,Melanitta perspicillata,Surf Scoter,No Intervention
Bird,Aeronautes saxatalis,White-Throated Swift,No Intervention
Bird,Chaetura vauxi,Vaux's Swift,Species of Concern
Bird,Selasphorus platycercus,Broad-Tailed Hummingbird,No Intervention
Bird,Selasphorus rufus,Rufous Hummingbird,Species of Concern
Bird,Stellula calliope,Calliope Hummingbird,Species of Concern
Bird,Charadrius nivosus,Snowy Plover,No Intervention
Bird,Pluvialis squatarola,Black-Bellied Plover,No Intervention
Bird,Hydroprogne caspia,Caspian Tern,No Intervention
Bird,Larus argentatus,"European Herring Gull, Herring Gull",No Intervention
Bird,Larus californicus,California Gull,No Intervention
Bird,Larus canus,Mew Gull,No Intervention
Bird,Larus pipixcan,Franklin's Gull,No Intervention
Bird,Rissa tridactyla,Black-Legged Kittiwake,No Intervention
Bird,Sterna caspia,Caspian Tern,No Intervention
Bird,Sterna forsteri,Forster's Tern,No Intervention
Bird,Sterna hirundo,Common Tern,Species of Concern
Bird,Sterna paradisaea,Arctic Tern,No Intervention
Bird,Xema sabini,Sabine's Gull,No Intervention
Bird,Himantopus mexicanus,Black-Necked Stilt,No Intervention
Bird,Recurvirostra americana,American Avocet,No Intervention
Bird,Arenaria interpres,Ruddy Turnstone,No Intervention
Bird,Bartramia longicauda,Upland Sandpiper,Species of Concern
Bird,Calidris alba,Sanderling,No Intervention
Bird,Calidris alpina,Dunlin,No Intervention
Bird,Calidris bairdii,Baird's Sandpiper,No Intervention
Bird,Calidris canutus,Red Knot,No Intervention
Bird,Calidris fuscicollis,White-Rumped Sandpiper,No Intervention
Bird,Calidris himantopus,Stilt Sandpiper,No Intervention
Bird,Calidris mauri,Western Sandpiper,No Intervention
Bird,Calidris melanotos,Pectoral Sandpiper,No Intervention
Bird,Gallinago delicata,Wilson's Snipe,No Intervention
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,No Intervention
Bird,Limosa fedoa,Marbled Godwit,Species of Concern
Bird,Limosa haemastica,Hudsonian Godwit,No Intervention
Bird,Numenius americanus,Long-Billed Curlew,No Intervention
Bird,Phalaropus tricolor,Wilson's Phalarope,No Intervention
Bird,Tringa incana,Wandering Tattler,No Intervention
Bird,Tringa semipalmata,Willet,No Intervention
Bird,Stercorarius parasiticus,Parasitic Jaeger,No Intervention
Bird,Mycteria americana,Wood Stork,No Intervention
Bird,Columba livia,"Common Pigeon, Rock Dove, Rock Pigeon",No Intervention
Bird,Patagioenas fasciata,Band-Tailed Pigeon,Species of Concern
Bird,Streptopelia decaocto,"Eurasian Collared Dove, Eurasian Collared-Dove",No Intervention
Bird,Caracara cheriway,Crested Caracara,No Intervention
Bird,Falco mexicanus,Prairie Falcon,Species of Concern
Bird,Falco peregrinus anatum,American Peregrine Falcon,In Recovery
Bird,Alectoris chukar,"Chukar, Chukar Partridge",No Intervention
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",No Intervention
Bird,Dendragapus obscurus,Dusky Grouse,No Intervention
Bird,Lagopus leucura,White-Tailed Ptarmigan,No Intervention
Bird,Perdix perdix,"Gray Partridge, Grey Partridge",No Intervention
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,No Intervention
Bird,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Species of Concern
Bird,Gavia pacifica,"Pacific Diver, Pacific Loon",No Intervention
Bird,Gavia stellata,"Red-Throated Diver, Red-Throated Loon",No Intervention
Bird,Coturnicops noveboracensis,Yellow Rail,Species of Concern
Bird,Bombycilla garrulus,Bohemian Waxwing,No Intervention
Bird,Calcarius lapponicus,Lapland Longspur,No Intervention
Bird,Calcarius mccownii,Mccown's Longspur,Species of Concern
Bird,Passerina amoena,Lazuli Bunting,No Intervention
Bird,Pheucticus melanocephalus,Black-Headed Grosbeak,No Intervention
Bird,Piranga ludoviciana,Western Tanager,No Intervention
Bird,Cinclus mexicanus,American Dipper,No Intervention
Bird,Cyanocitta stelleri,Steller's Jay,No Intervention
Bird,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern
Bird,Nucifraga columbiana,Clark's Nutcracker,No Intervention
Bird,Perisoreus canadensis,"Gray Jay, Grey Jay",No Intervention
Bird,Pica hudsonia,"Black-Billed Magpie, Magpie",No Intervention
Bird,Amphispiza bilineata,Black-Throated Sparrow,No Intervention
Bird,Artemisiospiza nevadensis,Sagebrush Sparrow,No Intervention
Bird,Calamospiza melanocorys,Lark Bunting,No Intervention
Bird,Passerella iliaca,"Fox Sparrow, Red Fox Sparrow",No Intervention
Bird,Pipilo chlorurus,Green-Tailed Towhee,Species of Concern
Bird,Pipilo maculatus,Spotted Towhee,No Intervention
Bird,Spizella atrogularis,Black-Chinned Sparrow,No Intervention
Bird,Spizella breweri,Brewer's Sparrow,Species of Concern
Bird,Spizella pallida,Clay-Colored Sparrow,No Intervention
Bird,Zonotrichia querula,Harris's Sparrow,No Intervention
Bird,Acanthus flammea,"Common Redpoll, Redpoll",No Intervention
Bird,Carpodacus cassinii,Cassin's Finch,No Intervention
Bird,Leucosticte atrata,Black Rosy-Finch,No Intervention
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,No Intervention
Bird,Pinicola enucleator,Pine Grosbeak,No Intervention
Bird,Spinus pinus,Pine Siskin,No Intervention
Bird,Spinus psaltria,Lesser Goldfinch,No Intervention
Bird,Spinus tristis,American Goldfinch,No Intervention
Bird,Petrochelidon pyrrhonota,"American Cliff Swallow, Cliff Swallow",No Intervention
Bird,Riparia riparia,"Bank Swallow, Sand Martin",Species of Concern
Bird,Tachycineta thalassina,Violet-Green Swallow,No Intervention
Bird,Euphagus cyanocephalus,Brewer's Blackbird,No Intervention
Bird,Icterus bullockii,Bullock's Oriole,No Intervention
Bird,Sturnella neglecta,Western Meadowlark,No Intervention
Bird,Lanius excubitor,"Great Grey Shrike, Northern Shrike",No Intervention
Bird,Dumetella carolinensis,"Gray Catbird, Grey Catbird",No Intervention
Bird,Mimus polyglottos,Northern Mockingbird,No Intervention
